Date; Time; Milisec; Msg ID; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8;; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8
2025.12.02; 16:48:03; 146; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 177; 18E5FF74; 04; 10; 10; FF; 00; 17; FF; 0A; ; 004; 016; 016; 255; 000; 023; 255; 010; 
2025.12.02; 16:48:03; 193; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:48:03; 193; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 243; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:03; 273; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:48:03; 294; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:48:03; 294; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 314; 18E5FF74; 07; FF; 3D; 00; 3F; 00; 0A; FF; ; 007; 255; 061; 000; 063; 000; 010; 255; 
2025.12.02; 16:48:03; 334; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 364; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 379; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 94; 0F; ; 008; 059; 022; 000; 096; 015; 148; 015; 
2025.12.02; 16:48:03; 394; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 414; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 440; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:48:03; 456; 0CE07374; 50; 0A; 32; 04; 00; FF; FF; FC; ; 080; 010; 050; 004; 000; 255; 255; 252; 
2025.12.02; 16:48:03; 479; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:48:03; 542; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:48:03; 542; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:48:03; 584; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 584; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 603; 18E2FF73; 01; 58; 19; 01; 8C; 00; 82; 01; ; 001; 088; 025; 001; 140; 000; 130; 001; 
2025.12.02; 16:48:03; 603; 18E2FF73; 02; 33; 00; 0A; 00; 00; 00; 00; ; 002; 051; 000; 010; 000; 000; 000; 000; 
2025.12.02; 16:48:03; 632; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 632; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 698; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 754; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:48:03; 754; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:48:03; 754; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 754; 18EAFF76; 02; 00; 4F; 06; 59; 06; FF; FF; ; 002; 000; 079; 006; 089; 006; 255; 255; 
2025.12.02; 16:48:03; 793; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 833; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:48:03; 880; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:48:03; 895; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 936; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:48:03; 959; 18FEE674; 98; 3B; 16; 00; 60; 0F; 00; 7D; ; 152; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:48:03; 991; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:48:03; 991; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:03; 991; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 013; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:04; 037; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:48:04; 057; 18E5FF74; 01; 00; 04; 00; 00; 00; 57; 02; ; 001; 000; 004; 000; 000; 000; 087; 002; 
2025.12.02; 16:48:04; 082; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:04; 098; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 098; 18E5FF74; 02; 45; 01; 00; 61; 61; C3; 01; ; 002; 069; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:48:04; 132; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:48:04; 132; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 183; 18E5FF74; 04; 10; 10; FF; 00; 17; FF; 0A; ; 004; 016; 016; 255; 000; 023; 255; 010; 
2025.12.02; 16:48:04; 183; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 193; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 240; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 98; 0F; ; 008; 059; 022; 000; 096; 015; 152; 015; 
2025.12.02; 16:48:04; 271; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:48:04; 284; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:48:04; 318; 18E5FF74; 07; FF; 3D; 00; 3F; 00; 0A; FF; ; 007; 255; 061; 000; 063; 000; 010; 255; 
2025.12.02; 16:48:04; 331; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:48:04; 362; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 382; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:48:04; 395; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 410; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 458; 0CE07374; 50; 0A; 32; 04; 00; FF; FF; FC; ; 080; 010; 050; 004; 000; 255; 255; 252; 
2025.12.02; 16:48:04; 495; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 495; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 539; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:48:04; 584; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 584; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 601; 18E2FF73; 01; 58; 19; 01; 8C; 00; 82; 01; ; 001; 088; 025; 001; 140; 000; 130; 001; 
2025.12.02; 16:48:04; 602; 18E2FF73; 02; 33; 00; 0A; 00; 00; 00; 00; ; 002; 051; 000; 010; 000; 000; 000; 000; 
2025.12.02; 16:48:04; 628; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 681; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:48:04; 694; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 747; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:48:04; 747; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:48:04; 747; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:48:04; 747; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 759; 18EAFF76; 02; 00; 4F; 06; 59; 06; FF; FF; ; 002; 000; 079; 006; 089; 006; 255; 255; 
2025.12.02; 16:48:04; 786; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:48:04; 786; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 835; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:48:04; 887; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:48:04; 887; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 928; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:04; 956; 18FEE674; 9C; 3B; 16; 00; 60; 0F; 00; 7D; ; 156; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:48:04; 995; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:48:04; 995; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:04; 995; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 011; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:05; 036; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 052; 18E5FF74; 01; 00; 04; 00; 00; 00; 5B; 02; ; 001; 000; 004; 000; 000; 000; 091; 002; 
2025.12.02; 16:48:05; 083; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 9C; 0F; ; 008; 059; 022; 000; 096; 015; 156; 015; 
2025.12.02; 16:48:05; 098; 18E5FF74; 02; 45; 01; 00; 61; 61; C5; 01; ; 002; 069; 001; 000; 097; 097; 197; 001; 
2025.12.02; 16:48:05; 145; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:48:05; 145; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 177; 18E5FF74; 04; 10; 10; FF; 00; 17; FF; 0A; ; 004; 016; 016; 255; 000; 023; 255; 010; 
2025.12.02; 16:48:05; 191; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:48:05; 191; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 243; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:48:05; 274; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:48:05; 289; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 321; 18E5FF74; 07; FF; 3D; 00; 3F; 00; 0A; FF; ; 007; 255; 061; 000; 063; 000; 010; 255; 
2025.12.02; 16:48:05; 334; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 364; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 394; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 412; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 458; 0CE07374; 50; 0A; 32; 04; 00; FF; FF; FC; ; 080; 010; 050; 004; 000; 255; 255; 252; 
2025.12.02; 16:48:05; 490; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 540; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:48:05; 540; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:48:05; 583; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:48:05; 583; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 604; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 604; 18E2FF73; 01; 58; 19; 01; 8C; 00; 82; 01; ; 001; 088; 025; 001; 140; 000; 130; 001; 
2025.12.02; 16:48:05; 604; 18E2FF73; 02; 33; 00; 0A; 00; 00; 00; 00; ; 002; 051; 000; 010; 000; 000; 000; 000; 
2025.12.02; 16:48:05; 631; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 631; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:48:05; 680; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:48:05; 691; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 740; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:48:05; 759; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:48:05; 759; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:48:05; 759; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 759; 18EAFF76; 02; 00; 4F; 06; 59; 06; FF; FF; ; 002; 000; 079; 006; 089; 006; 255; 255; 
2025.12.02; 16:48:05; 785; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:05; 785; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 831; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:48:05; 884; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 945; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 9C; 0F; ; 008; 059; 022; 000; 096; 015; 156; 015; 
2025.12.02; 16:48:05; 961; 18FEE674; A0; 3B; 16; 00; 60; 0F; 00; 7D; ; 160; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:48:05; 979; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:48:05; 979; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:05; 988; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 008; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:06; 043; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:48:06; 043; 18E5FF74; 01; 00; 04; 00; 00; 00; 60; 02; ; 001; 000; 004; 000; 000; 000; 096; 002; 
2025.12.02; 16:48:06; 081; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:48:06; 101; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 101; 18E5FF74; 02; 45; 01; 00; 61; 61; C4; 01; ; 002; 069; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:48:06; 136; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 176; 18E5FF74; 04; 10; 10; FF; 00; 17; FF; 0A; ; 004; 016; 016; 255; 000; 023; 255; 010; 
2025.12.02; 16:48:06; 196; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 197; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 272; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:48:06; 286; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 316; 18E5FF74; 07; FF; 3D; 00; 3F; 00; 0A; FF; ; 007; 255; 061; 000; 063; 000; 010; 255; 
2025.12.02; 16:48:06; 366; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 396; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:48:06; 396; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 417; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 445; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:48:06; 446; 0CE07374; 50; 0A; 32; 04; 00; FF; FF; FC; ; 080; 010; 050; 004; 000; 255; 255; 252; 
2025.12.02; 16:48:06; 478; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:48:06; 488; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 539; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:48:06; 539; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:48:06; 581; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:48:06; 581; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 601; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 602; 18E2FF73; 01; 58; 19; 01; 8C; 00; 82; 01; ; 001; 088; 025; 001; 140; 000; 130; 001; 
2025.12.02; 16:48:06; 602; 18E2FF73; 02; 33; 00; 0A; 00; 00; 00; 00; ; 002; 051; 000; 010; 000; 000; 000; 000; 
2025.12.02; 16:48:06; 633; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 633; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:06; 693; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:48:06; 737; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 754; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:48:06; 754; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:48:06; 754; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 754; 18EAFF76; 02; 00; 4F; 06; 59; 06; FF; FF; ; 002; 000; 079; 006; 089; 006; 255; 255; 
2025.12.02; 16:48:06; 790; 18E2FF70; 08; 3B; 16; 00; 60; 0F; A0; 0F; ; 008; 059; 022; 000; 096; 015; 160; 015; 
2025.12.02; 16:48:06; 790; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 831; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:48:06; 879; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:48:06; 898; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 929; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:48:06; 957; 18FEE674; A4; 3B; 16; 00; 60; 0F; 00; 7D; ; 164; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:48:06; 997; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 997; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:06; 997; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:48:07; 036; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:48:07; 056; 18E5FF74; 01; 00; 04; 00; 00; 00; 55; 02; ; 001; 000; 004; 000; 000; 000; 085; 002; 
2025.12.02; 16:48:07; 083; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
